2025-04-30 12:42:12,918 | main_1746013332_97848(id=97848) |   DEBUG | log.py:49 | get_logger | New logger successfully initialised at /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/.logs/main_1746013332_97848.log
2025-04-30 12:53:12,067 | main_1746013332_97848(id=97848) |    INFO | __init__.py:259 | run_model | Generating model predictions on new images (e.g. perturbed) for OutputCompleteness with batch size 32 for model ResNet50.
2025-04-30 12:53:12,924 | main_1746013332_97848(id=97848) |    INFO | __init__.py:236 | evaluate | Evaluating OutputCompleteness (via preservation_check with kwargs={'deletion_method': 'shuffle', 'proportion': 0.2, 'n_random_rankings': 5, 'random_seed': 42}) of GradCAM for ResNet50 (with store_full_data=False).
2025-04-30 12:53:13,975 | main_1746013332_97848(id=97848) |   DEBUG | output_completeness.py:153 | delete_from_input | Repeating for randomised deletions.
2025-04-30 12:53:18,067 | main_1746013332_97848(id=97848) |    INFO | __init__.py:259 | run_model | Generating model predictions on new images (e.g. perturbed) for OutputCompleteness with batch size 32 for model ResNet50.
2025-04-30 12:53:18,933 | main_1746013332_97848(id=97848) |    INFO | __init__.py:236 | evaluate | Evaluating Continuity (via perturbation with kwargs={'degree': 0.15, 'random_seed': 42}) of GradCAM for ResNet50 (with store_full_data=False).
2025-04-30 12:53:18,967 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:106 | npz_path | Created save_path of GradCAM: /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c07/combined/perturbed/GradCAM.
2025-04-30 12:53:18,967 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:196 | load_state | Attempting to load explanation from /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c07/combined/perturbed/GradCAM/ResNet50.npz to GradCAM.
2025-04-30 12:53:18,968 | main_1746013332_97848(id=97848) |    INFO | __init__.py:87 | __init__ | Couldn't load existing explanations from /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c07/combined/perturbed/GradCAM/ResNet50.npz and /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c07/combined/perturbed/GradCAM/ResNet50.json. Using null values.
2025-04-30 12:53:18,968 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:26 | tolerant_equal | Shapes of a (torch.Size([])) and b (torch.Size([32, 3, 224, 224])) are not equal.
2025-04-30 12:53:18,968 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:131 | has_explanation_for | self.input and x are not ≈equal with diff=-1.
2025-04-30 12:53:18,968 | main_1746013332_97848(id=97848) |    INFO | __init__.py:300 | get_sub_explainer | No existing explanation found for provided samples (shape=torch.Size([32, 3, 224, 224])) in 'perturbed' (a sub-explainer for Continuity). Generating a new one.
2025-04-30 12:53:18,968 | main_1746013332_97848(id=97848) |    INFO | __init__.py:149 | explain | Generating explanations in GradCAM for x.shape=torch.Size([32, 3, 224, 224]) with kwargs={} (self.kwargs updated). General Explainer batch size (with gradients) is 32.
2025-04-30 12:53:20,158 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:187 | save_state | Saved GradCAM's explanation to /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c07/combined/perturbed/GradCAM/ResNet50.npz (kwargs={}).
2025-04-30 12:53:20,159 | main_1746013332_97848(id=97848) |    INFO | __init__.py:259 | run_model | Generating model predictions on new images (e.g. perturbed) for Continuity with batch size 32 for model ResNet50.
2025-04-30 12:53:20,398 | main_1746013332_97848(id=97848) |    INFO | continuity.py:95 | _perturbation | Perturbations changed the model's prediction for idxs=[ 7 11 17] (n=3/32).
2025-04-30 12:53:20,707 | main_1746013332_97848(id=97848) |    INFO | __init__.py:67 | __call__ | Generating similarity metrics for Similarity(shape=(32, 224, 224), num_hidden_idxs=3).
2025-04-30 12:53:20,707 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:85 | l2_distance | Calculating L2 distance for Similarity(shape=(32, 224, 224), num_hidden_idxs=3).
2025-04-30 12:53:20,718 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:129 | spearman_rank | Calculating Spearman rank for Similarity(shape=(32, 224, 224), num_hidden_idxs=3).
2025-04-30 12:53:20,877 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:164 | top_m_intersection | Calculating Top-m intersection for Similarity(shape=(32, 224, 224), num_hidden_idxs=3).
2025-04-30 12:53:20,879 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:185 | structural_similarity | Calculating structural similarity for Similarity(shape=(32, 224, 224), num_hidden_idxs=3).
2025-04-30 12:53:20,935 | main_1746013332_97848(id=97848) |    INFO | __init__.py:236 | evaluate | Evaluating Contrastivity (via target_sensitivity with kwargs={}) of GradCAM for ResNet50 (with store_full_data=False).
2025-04-30 12:53:20,935 | main_1746013332_97848(id=97848) |    INFO | __init__.py:259 | run_model | Generating model predictions on new images (e.g. perturbed) for Contrastivity with batch size 32 for model ResNet50.
2025-04-30 12:53:21,060 | main_1746013332_97848(id=97848) |    INFO | contrastivity.py:108 | _target_sensitivity | No existing adversarial images at /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c07/combined/ResNet50_adversarial_examples.npz. Generating new ones via foolbox with batch size 32.
2025-04-30 12:53:29,495 | main_1746013332_97848(id=97848) |   DEBUG | contrastivity.py:169 | _target_sensitivity | Saved generated adversarial images to /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c07/combined/ResNet50_adversarial_examples.npz.
2025-04-30 12:53:29,496 | main_1746013332_97848(id=97848) |    INFO | __init__.py:259 | run_model | Generating model predictions on new images (e.g. perturbed) for Contrastivity with batch size 32 for model ResNet50.
2025-04-30 12:53:29,651 | main_1746013332_97848(id=97848) |   DEBUG | contrastivity.py:173 | _target_sensitivity | 32 adversarial examples (og->adv): [7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7]->[0 6 8 4 2 2 2 4 2 3 2 2 2 3 6 6 4 2 2 8 2 8 4 2 3 1 6 6 8 2 3 4].
2025-04-30 12:53:29,654 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:106 | npz_path | Created save_path of GradCAM: /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c07/combined/adversarial/GradCAM.
2025-04-30 12:53:29,654 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:196 | load_state | Attempting to load explanation from /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c07/combined/adversarial/GradCAM/ResNet50.npz to GradCAM.
2025-04-30 12:53:29,654 | main_1746013332_97848(id=97848) |    INFO | __init__.py:87 | __init__ | Couldn't load existing explanations from /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c07/combined/adversarial/GradCAM/ResNet50.npz and /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c07/combined/adversarial/GradCAM/ResNet50.json. Using null values.
2025-04-30 12:53:29,654 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:26 | tolerant_equal | Shapes of a (torch.Size([])) and b (torch.Size([32, 3, 224, 224])) are not equal.
2025-04-30 12:53:29,654 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:131 | has_explanation_for | self.input and x are not ≈equal with diff=-1.
2025-04-30 12:53:29,654 | main_1746013332_97848(id=97848) |    INFO | __init__.py:300 | get_sub_explainer | No existing explanation found for provided samples (shape=torch.Size([32, 3, 224, 224])) in 'adversarial' (a sub-explainer for Contrastivity). Generating a new one.
2025-04-30 12:53:29,654 | main_1746013332_97848(id=97848) |    INFO | __init__.py:149 | explain | Generating explanations in GradCAM for x.shape=torch.Size([32, 3, 224, 224]) with kwargs={} (self.kwargs updated). General Explainer batch size (with gradients) is 32.
2025-04-30 12:53:30,843 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:187 | save_state | Saved GradCAM's explanation to /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c07/combined/adversarial/GradCAM/ResNet50.npz (kwargs={}).
2025-04-30 12:53:31,146 | main_1746013332_97848(id=97848) |    INFO | __init__.py:67 | __call__ | Generating similarity metrics for Similarity(shape=(32, 224, 224), num_hidden_idxs=0).
2025-04-30 12:53:31,146 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:85 | l2_distance | Calculating L2 distance for Similarity(shape=(32, 224, 224), num_hidden_idxs=0).
2025-04-30 12:53:31,157 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:129 | spearman_rank | Calculating Spearman rank for Similarity(shape=(32, 224, 224), num_hidden_idxs=0).
2025-04-30 12:53:31,318 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:164 | top_m_intersection | Calculating Top-m intersection for Similarity(shape=(32, 224, 224), num_hidden_idxs=0).
2025-04-30 12:53:31,320 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:185 | structural_similarity | Calculating structural similarity for Similarity(shape=(32, 224, 224), num_hidden_idxs=0).
2025-04-30 12:53:31,378 | main_1746013332_97848(id=97848) |    INFO | __init__.py:236 | evaluate | Evaluating Compactness (via threshold with kwargs={'threshold': 0.5}) of GradCAM for ResNet50 (with store_full_data=False).
2025-04-30 12:53:31,380 | main_1746013332_97848(id=97848) |    INFO | batch_evaluate.py:496 | <module> | Saving calculated evaluation metrics to results dataframe...
2025-04-30 12:53:31,384 | main_1746013332_97848(id=97848) |   DEBUG | batch_evaluate.py:67 | get_hdf5 | Opened HDF5 file /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/results/GradCAM/demo_output.h5.
2025-04-30 12:53:31,391 | main_1746013332_97848(id=97848) |   DEBUG | batch_evaluate.py:67 | get_hdf5 | Opened HDF5 file /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/results/GradCAM/demo_output.h5.
2025-04-30 12:53:31,496 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:288 | get_explainer_object | Building GradCAM explainer...
2025-04-30 12:53:31,518 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:106 | npz_path | Created save_path of GradCAM: /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c08/b000/GradCAM.
2025-04-30 12:53:31,518 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:196 | load_state | Attempting to load explanation from /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c08/b000/GradCAM/ResNet50.npz to GradCAM.
2025-04-30 12:53:31,518 | main_1746013332_97848(id=97848) |    INFO | __init__.py:87 | __init__ | Couldn't load existing explanations from /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c08/b000/GradCAM/ResNet50.npz and /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c08/b000/GradCAM/ResNet50.json. Using null values.
2025-04-30 12:53:31,518 | main_1746013332_97848(id=97848) |    INFO | __init__.py:302 | get_explainer_object | Explainer GradCAM loaded.
2025-04-30 12:53:31,520 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:26 | tolerant_equal | Shapes of a (torch.Size([])) and b (torch.Size([32, 3, 224, 224])) are not equal.
2025-04-30 12:53:31,520 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:131 | has_explanation_for | self.input and x are not ≈equal with diff=-1.
2025-04-30 12:53:31,520 | main_1746013332_97848(id=97848) |   DEBUG | batch_evaluate.py:95 | generate_explanations | No existing explanation for batch 0 of class 8. Generating new ones.
2025-04-30 12:53:31,520 | main_1746013332_97848(id=97848) |    INFO | __init__.py:149 | explain | Generating explanations in GradCAM for x.shape=torch.Size([32, 3, 224, 224]) with kwargs={} (self.kwargs updated). General Explainer batch size (with gradients) is 32.
2025-04-30 12:53:32,725 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:187 | save_state | Saved GradCAM's explanation to /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c08/b000/GradCAM/ResNet50.npz (kwargs={}).
2025-04-30 12:53:32,726 | main_1746013332_97848(id=97848) |    INFO | batch_evaluate.py:424 | <module> | Evaluating generated explanations...
2025-04-30 12:53:32,726 | main_1746013332_97848(id=97848) |    INFO | __init__.py:236 | evaluate | Evaluating Correctness (via model_randomisation with kwargs={}) of GradCAM for ResNet50 (with store_full_data=False).
2025-04-30 12:53:32,744 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:106 | npz_path | Created save_path of GradCAM: /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c08/combined/randomised/GradCAM.
2025-04-30 12:53:32,744 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:196 | load_state | Attempting to load explanation from /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c08/combined/randomised/GradCAM/ResNet50.npz to GradCAM.
2025-04-30 12:53:32,744 | main_1746013332_97848(id=97848) |    INFO | __init__.py:87 | __init__ | Couldn't load existing explanations from /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c08/combined/randomised/GradCAM/ResNet50.npz and /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c08/combined/randomised/GradCAM/ResNet50.json. Using null values.
2025-04-30 12:53:32,744 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:26 | tolerant_equal | Shapes of a (torch.Size([])) and b (torch.Size([32, 3, 224, 224])) are not equal.
2025-04-30 12:53:32,744 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:131 | has_explanation_for | self.input and x are not ≈equal with diff=-1.
2025-04-30 12:53:32,744 | main_1746013332_97848(id=97848) |    INFO | __init__.py:300 | get_sub_explainer | No existing explanation found for provided samples (shape=torch.Size([32, 3, 224, 224])) in 'randomised' (a sub-explainer for Correctness). Generating a new one.
2025-04-30 12:53:32,745 | main_1746013332_97848(id=97848) |    INFO | __init__.py:149 | explain | Generating explanations in GradCAM for x.shape=torch.Size([32, 3, 224, 224]) with kwargs={} (self.kwargs updated). General Explainer batch size (with gradients) is 32.
2025-04-30 12:53:33,856 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:187 | save_state | Saved GradCAM's explanation to /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c08/combined/randomised/GradCAM/ResNet50.npz (kwargs={}).
2025-04-30 12:53:34,114 | main_1746013332_97848(id=97848) |    INFO | __init__.py:67 | __call__ | Generating similarity metrics for Similarity(shape=(32, 224, 224), num_hidden_idxs=0).
2025-04-30 12:53:34,114 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:85 | l2_distance | Calculating L2 distance for Similarity(shape=(32, 224, 224), num_hidden_idxs=0).
2025-04-30 12:53:34,125 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:129 | spearman_rank | Calculating Spearman rank for Similarity(shape=(32, 224, 224), num_hidden_idxs=0).
2025-04-30 12:53:34,271 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:164 | top_m_intersection | Calculating Top-m intersection for Similarity(shape=(32, 224, 224), num_hidden_idxs=0).
2025-04-30 12:53:34,273 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:185 | structural_similarity | Calculating structural similarity for Similarity(shape=(32, 224, 224), num_hidden_idxs=0).
2025-04-30 12:53:34,336 | main_1746013332_97848(id=97848) |    INFO | __init__.py:236 | evaluate | Evaluating Correctness (via incremental_deletion with kwargs={'deletion_method': 'shuffle', 'iterations': 15, 'n_random_rankings': 5, 'random_seed': 42}) of GradCAM for ResNet50 (with store_full_data=False).
2025-04-30 12:53:42,435 | main_1746013332_97848(id=97848) |    INFO | __init__.py:259 | run_model | Generating model predictions on new images (e.g. perturbed) for Correctness with batch size 32 for model ResNet50.
2025-04-30 12:53:45,001 | main_1746013332_97848(id=97848) |   DEBUG | correctness.py:155 | _incremental_deletion | Performing incremental deletion for 5 rounds of randomised deletions.
2025-04-30 12:53:52,819 | main_1746013332_97848(id=97848) |    INFO | __init__.py:259 | run_model | Generating model predictions on new images (e.g. perturbed) for Correctness with batch size 32 for model ResNet50.
2025-04-30 12:54:03,259 | main_1746013332_97848(id=97848) |    INFO | __init__.py:259 | run_model | Generating model predictions on new images (e.g. perturbed) for Correctness with batch size 32 for model ResNet50.
2025-04-30 12:54:12,859 | main_1746013332_97848(id=97848) |    INFO | __init__.py:259 | run_model | Generating model predictions on new images (e.g. perturbed) for Correctness with batch size 32 for model ResNet50.
2025-04-30 12:54:23,032 | main_1746013332_97848(id=97848) |    INFO | __init__.py:259 | run_model | Generating model predictions on new images (e.g. perturbed) for Correctness with batch size 32 for model ResNet50.
2025-04-30 12:54:33,055 | main_1746013332_97848(id=97848) |    INFO | __init__.py:259 | run_model | Generating model predictions on new images (e.g. perturbed) for Correctness with batch size 32 for model ResNet50.
2025-04-30 12:54:35,428 | main_1746013332_97848(id=97848) |    INFO | __init__.py:236 | evaluate | Evaluating OutputCompleteness (via deletion_check with kwargs={'deletion_method': 'shuffle', 'proportion': 0.2, 'n_random_rankings': 5, 'random_seed': 42}) of GradCAM for ResNet50 (with store_full_data=False).
2025-04-30 12:54:35,780 | main_1746013332_97848(id=97848) |   DEBUG | output_completeness.py:153 | delete_from_input | Repeating for randomised deletions.
2025-04-30 12:54:36,898 | main_1746013332_97848(id=97848) |    INFO | __init__.py:259 | run_model | Generating model predictions on new images (e.g. perturbed) for OutputCompleteness with batch size 32 for model ResNet50.
2025-04-30 12:54:37,755 | main_1746013332_97848(id=97848) |    INFO | __init__.py:236 | evaluate | Evaluating OutputCompleteness (via preservation_check with kwargs={'deletion_method': 'shuffle', 'proportion': 0.2, 'n_random_rankings': 5, 'random_seed': 42}) of GradCAM for ResNet50 (with store_full_data=False).
2025-04-30 12:54:38,806 | main_1746013332_97848(id=97848) |   DEBUG | output_completeness.py:153 | delete_from_input | Repeating for randomised deletions.
2025-04-30 12:54:42,853 | main_1746013332_97848(id=97848) |    INFO | __init__.py:259 | run_model | Generating model predictions on new images (e.g. perturbed) for OutputCompleteness with batch size 32 for model ResNet50.
2025-04-30 12:54:43,771 | main_1746013332_97848(id=97848) |    INFO | __init__.py:236 | evaluate | Evaluating Continuity (via perturbation with kwargs={'degree': 0.15, 'random_seed': 42}) of GradCAM for ResNet50 (with store_full_data=False).
2025-04-30 12:54:43,808 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:106 | npz_path | Created save_path of GradCAM: /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c08/combined/perturbed/GradCAM.
2025-04-30 12:54:43,808 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:196 | load_state | Attempting to load explanation from /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c08/combined/perturbed/GradCAM/ResNet50.npz to GradCAM.
2025-04-30 12:54:43,809 | main_1746013332_97848(id=97848) |    INFO | __init__.py:87 | __init__ | Couldn't load existing explanations from /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c08/combined/perturbed/GradCAM/ResNet50.npz and /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c08/combined/perturbed/GradCAM/ResNet50.json. Using null values.
2025-04-30 12:54:43,809 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:26 | tolerant_equal | Shapes of a (torch.Size([])) and b (torch.Size([32, 3, 224, 224])) are not equal.
2025-04-30 12:54:43,809 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:131 | has_explanation_for | self.input and x are not ≈equal with diff=-1.
2025-04-30 12:54:43,809 | main_1746013332_97848(id=97848) |    INFO | __init__.py:300 | get_sub_explainer | No existing explanation found for provided samples (shape=torch.Size([32, 3, 224, 224])) in 'perturbed' (a sub-explainer for Continuity). Generating a new one.
2025-04-30 12:54:43,809 | main_1746013332_97848(id=97848) |    INFO | __init__.py:149 | explain | Generating explanations in GradCAM for x.shape=torch.Size([32, 3, 224, 224]) with kwargs={} (self.kwargs updated). General Explainer batch size (with gradients) is 32.
2025-04-30 12:54:45,021 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:187 | save_state | Saved GradCAM's explanation to /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c08/combined/perturbed/GradCAM/ResNet50.npz (kwargs={}).
2025-04-30 12:54:45,026 | main_1746013332_97848(id=97848) |    INFO | __init__.py:259 | run_model | Generating model predictions on new images (e.g. perturbed) for Continuity with batch size 32 for model ResNet50.
2025-04-30 12:54:45,273 | main_1746013332_97848(id=97848) |    INFO | continuity.py:95 | _perturbation | Perturbations changed the model's prediction for idxs=[ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 19 20 21 22 23 24 25
 26 27 28 29 30 31] (n=30/32).
2025-04-30 12:54:45,586 | main_1746013332_97848(id=97848) | WARNING | batch_evaluate.py:466 | <module> | Model outputs changed on too many perturbed samples for class 8 meaning there are not enough samples for min_samples threshold (10). Skipping continuity evaluation for this class: using -inf values.
2025-04-30 12:54:45,586 | main_1746013332_97848(id=97848) |    INFO | __init__.py:236 | evaluate | Evaluating Contrastivity (via target_sensitivity with kwargs={}) of GradCAM for ResNet50 (with store_full_data=False).
2025-04-30 12:54:45,586 | main_1746013332_97848(id=97848) |    INFO | __init__.py:259 | run_model | Generating model predictions on new images (e.g. perturbed) for Contrastivity with batch size 32 for model ResNet50.
2025-04-30 12:54:45,707 | main_1746013332_97848(id=97848) |    INFO | contrastivity.py:108 | _target_sensitivity | No existing adversarial images at /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c08/combined/ResNet50_adversarial_examples.npz. Generating new ones via foolbox with batch size 32.
2025-04-30 12:54:54,282 | main_1746013332_97848(id=97848) |   DEBUG | contrastivity.py:169 | _target_sensitivity | Saved generated adversarial images to /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c08/combined/ResNet50_adversarial_examples.npz.
2025-04-30 12:54:54,283 | main_1746013332_97848(id=97848) |    INFO | __init__.py:259 | run_model | Generating model predictions on new images (e.g. perturbed) for Contrastivity with batch size 32 for model ResNet50.
2025-04-30 12:54:54,458 | main_1746013332_97848(id=97848) |   DEBUG | contrastivity.py:173 | _target_sensitivity | 32 adversarial examples (og->adv): [8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8]->[0 0 0 1 0 1 3 9 0 9 3 3 0 6 1 1 3 3 4 3 9 9 9 9 6 4 3 0 6 4 3 0].
2025-04-30 12:54:54,459 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:106 | npz_path | Created save_path of GradCAM: /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c08/combined/adversarial/GradCAM.
2025-04-30 12:54:54,459 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:196 | load_state | Attempting to load explanation from /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c08/combined/adversarial/GradCAM/ResNet50.npz to GradCAM.
2025-04-30 12:54:54,460 | main_1746013332_97848(id=97848) |    INFO | __init__.py:87 | __init__ | Couldn't load existing explanations from /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c08/combined/adversarial/GradCAM/ResNet50.npz and /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c08/combined/adversarial/GradCAM/ResNet50.json. Using null values.
2025-04-30 12:54:54,460 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:26 | tolerant_equal | Shapes of a (torch.Size([])) and b (torch.Size([32, 3, 224, 224])) are not equal.
2025-04-30 12:54:54,460 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:131 | has_explanation_for | self.input and x are not ≈equal with diff=-1.
2025-04-30 12:54:54,460 | main_1746013332_97848(id=97848) |    INFO | __init__.py:300 | get_sub_explainer | No existing explanation found for provided samples (shape=torch.Size([32, 3, 224, 224])) in 'adversarial' (a sub-explainer for Contrastivity). Generating a new one.
2025-04-30 12:54:54,460 | main_1746013332_97848(id=97848) |    INFO | __init__.py:149 | explain | Generating explanations in GradCAM for x.shape=torch.Size([32, 3, 224, 224]) with kwargs={} (self.kwargs updated). General Explainer batch size (with gradients) is 32.
2025-04-30 12:54:55,667 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:187 | save_state | Saved GradCAM's explanation to /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/xai_output_unix/EuroSATRGB/c08/combined/adversarial/GradCAM/ResNet50.npz (kwargs={}).
2025-04-30 12:54:55,970 | main_1746013332_97848(id=97848) |    INFO | __init__.py:67 | __call__ | Generating similarity metrics for Similarity(shape=(32, 224, 224), num_hidden_idxs=0).
2025-04-30 12:54:55,970 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:85 | l2_distance | Calculating L2 distance for Similarity(shape=(32, 224, 224), num_hidden_idxs=0).
2025-04-30 12:54:55,981 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:129 | spearman_rank | Calculating Spearman rank for Similarity(shape=(32, 224, 224), num_hidden_idxs=0).
2025-04-30 12:54:56,137 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:164 | top_m_intersection | Calculating Top-m intersection for Similarity(shape=(32, 224, 224), num_hidden_idxs=0).
2025-04-30 12:54:56,138 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:185 | structural_similarity | Calculating structural similarity for Similarity(shape=(32, 224, 224), num_hidden_idxs=0).
2025-04-30 12:54:56,193 | main_1746013332_97848(id=97848) |    INFO | __init__.py:236 | evaluate | Evaluating Compactness (via threshold with kwargs={'threshold': 0.5}) of GradCAM for ResNet50 (with store_full_data=False).
2025-04-30 12:54:56,196 | main_1746013332_97848(id=97848) |    INFO | batch_evaluate.py:496 | <module> | Saving calculated evaluation metrics to results dataframe...
2025-04-30 12:54:56,200 | main_1746013332_97848(id=97848) |   DEBUG | batch_evaluate.py:67 | get_hdf5 | Opened HDF5 file /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/results/GradCAM/demo_output.h5.
2025-04-30 12:54:56,208 | main_1746013332_97848(id=97848) |   DEBUG | batch_evaluate.py:67 | get_hdf5 | Opened HDF5 file /Users/lucah/Library/CloudStorage/OneDrive-DurhamUniversity/cs_project/results/GradCAM/demo_output.h5.
2025-04-30 12:54:56,311 | main_1746013332_97848(id=97848) |   DEBUG | __init__.py:288 | get_explainer_object | Building GradCAM explainer...
